RLV Sizing
LEO Mission
lng_LS=, 1.434567840000000e+002,latg_LS=, 4.250403800000000e+001,g0=, 9.806649999999999e+000,GM=, 3.986009017000000e+014,Re=, 6.378142000000000e+003,Rp=, 6.356757000000000e+003,Omega=, 4.178074625000000e-003,EularL1L2[0]=, 0.000000000000000e+000,EularL1L2[1]=, 0.000000000000000e+000,EularL1L2[2]=, 9.000000000000000e+001,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp,
, 1.000000000000000e+002, 1.132289336788349e+001, 3.125504972080311e+001, 1.438370095851282e+002, 4.250044795524455e+001, 1.443694262054509e+002, 4.248474835290376e+001, 1.866962713877911e+000,-6.278306850210691e+003, 4.233117171753127e+001, 2.715723087586500e+002, 5.200363730262954e+001, 1.800922976597413e+002, 1.389336238870285e+003,-2.900412591110974e+000, 9.151576456305197e+001, 1.492349759028463e+004, 2.750000000000001e+005, 2.501434224612514e+005,-2.337579775406329e+001, 9.993469736768957e+001,-1.225280895672844e+000,-3.775692814684955e-001, 4.112859978045035e-001,-7.887948807560447e-001, 2.570756732839091e-001, 4.740183306142799e+000, 1.898181280327905e+005, 2.096848860559933e+001,-1.964129099556762e+001,-7.948050659948689e+000, 3.980199254791762e+006, 3.545066530123044e+000, 1.046041367635111e+003, 1.046041367635111e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.507426981730321e+000,-7.373999322343615e+000,-1.436220332124375e+001, 1.346708966632625e+001, 4.548879493449114e+000, 3.042681236017601e+000, 1.492349759028463e+004,-3.037958440565164e+002, 1.877772257558912e+002, 1.059349618893917e+001, 2.784893251783548e+002, 0.000000000000000e+000, 2.248891859889562e+003, 1.662382764873858e+003, 5.702497590284740e+003, 4.683000000000000e+003,
, 1.010000000000000e+002, 1.124677390188740e+001, 3.229875907029167e+001, 1.438497019016465e+002, 4.250011571457087e+001, 1.443694136689067e+002, 4.248452145559554e+001, 1.882321587135266e+000,-6.277696122482353e+003, 4.233196957276119e+001, 2.715992390981245e+002, 5.196337985409686e+001, 1.801076086125890e+002, 1.394141166530820e+003,-3.359642531286205e+000, 9.155424241068243e+001, 1.483390591023066e+004, 2.750000000000001e+005, 2.498443346226879e+005,-2.546122266840832e+001, 1.006450550993937e+002,-1.512568639667427e+000,-3.933565830466265e-001, 4.119089325599204e-001,-7.837976043382861e-001, 2.475135254582926e-001, 4.525848267812590e+000, 1.939482226532034e+005, 2.255877755450736e+001,-2.115822611776925e+001,-8.581712947664119e+000, 4.375234811925681e+006, 3.562059831545349e+000, 1.051055574310608e+003, 1.051055574310608e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.513228611016515e+000,-7.376810844763370e+000,-1.436320617120806e+001, 1.308451448089597e+001, 4.501328025437705e+000, 3.039903921902709e+000, 1.483390591023066e+004,-3.150950091000113e+002, 1.872419272917844e+002, 1.179171437105324e+001, 2.800498822747485e+002, 0.000000000000000e+000, 2.267374711117829e+003, 1.667018181724746e+003, 5.612905910230769e+003, 4.683000000000000e+003,
, 1.020000000000000e+002, 1.115922368363606e+001, 3.334653528409661e+001, 1.438624432152987e+002, 4.249977440888564e+001, 1.443691987406684e+002, 4.248430544645386e+001, 1.900454479392465e+000,-6.277124857009824e+003, 4.233279031671080e+001, 2.716261755701872e+002, 5.192298238915633e+001, 1.801230531008382e+002, 1.398759903120053e+003,-3.818428171384618e+000, 9.159284851706475e+001, 1.474431423017669e+004, 2.750000000000001e+005, 2.494958714944941e+005,-2.754322452861805e+001, 1.013799443217985e+002,-1.833638036045634e+000,-4.089999025911876e-001, 4.123810944839887e-001,-7.785134310492315e-001, 2.378607791724813e-001, 4.281905436384787e+000, 1.984564966791160e+005, 2.415051500162979e+001,-2.268013635776732e+001,-9.229298408388788e+000, 4.792826600219886e+006, 3.578521483173673e+000, 1.055912907293362e+003, 1.055912907293362e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.519411209499856e+000,-7.380001294577943e+000,-1.436440443460546e+001, 1.270320225578416e+001, 4.448428966827365e+000, 3.033200110424107e+000, 1.474431423017669e+004,-3.265481256076699e+002, 1.866283021314068e+002, 1.317545718977827e+001, 2.816219705067546e+002, 0.000000000000000e+000, 2.285969531205870e+003, 1.671424593396275e+003, 5.523314230176798e+003, 4.683000000000000e+003,
, 1.030000000000000e+002, 1.106021009092465e+001, 3.439809034175355e+001, 1.438752300138241e+002, 4.249942407568775e+001, 1.443688167854464e+002, 4.248410252989285e+001, 1.921151712390383e+000,-6.276596922803432e+003, 4.233362247854844e+001, 2.716527585278823e+002, 5.188300123433893e+001, 1.801385769116992e+002, 1.403167078135421e+003,-4.275749148495418e+000, 9.163120571349175e+001, 1.465472255012272e+004, 2.750000000000001e+005, 2.490959506679005e+005,-2.962134540827032e+001, 1.021426430540053e+002,-2.191186701286144e+000,-4.244935141093855e-001, 4.127023107492107e-001,-7.729442950779825e-001, 2.281209676634913e-001, 4.006694095480421e+000, 2.033569439030013e+005, 2.574501941839590e+001,-2.420848501014381e+001,-9.892789570092747e+000, 5.235428469648415e+006, 3.594362598680395e+000, 1.060587138930121e+003, 1.060587138930121e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.525974465845371e+000,-7.383571656217248e+000,-1.436579878394514e+001, 1.232317603869482e+001, 4.390217869103396e+000, 3.022489901068231e+000, 1.465472255012272e+004,-3.381647246075119e+002, 1.859365444861547e+002, 1.475846506101684e+001, 2.832071076754999e+002, 0.000000000000000e+000, 2.304677685037973e+003, 1.675571570968676e+003, 5.433722550122828e+003, 4.683000000000000e+003,
, 1.040000000000000e+002, 1.094973382149721e+001, 3.545311426026401e+001, 1.438880585197776e+002, 4.249906484727267e+001, 1.443683047884376e+002, 4.248391451662293e+001, 1.944072589539246e+000,-6.276115317414220e+003, 4.233445372483277e+001, 2.716786352004867e+002, 5.184398553532818e+001, 1.801541240875704e+002, 1.407342319807930e+003,-4.730585524338514e+000, 9.166894143539557e+001, 1.456513087006875e+004, 2.750000000000001e+005, 2.486427758813010e+005,-3.169507111791143e+001, 1.029368170285568e+002,-2.588336826306736e+000,-4.398317464067115e-001, 4.128724637793892e-001,-7.670922349197792e-001, 2.182976560372040e-001, 3.716598343134586e+000, 2.082305609858621e+005, 2.734359751494751e+001,-2.574473090913876e+001,-1.057431885720729e+001, 5.693772649909144e+006, 3.605774908971823e+000, 1.065056788003859e+003, 1.065056788003859e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.532916948315846e+000,-7.387521848734609e+000,-1.436738936354684e+001, 1.194449163581197e+001, 4.326748063576988e+000, 3.007702799251548e+000, 1.456513087006875e+004,-3.499490406139854e+002, 1.851670314420341e+002, 1.655462066096946e+001, 2.848067810670548e+002, 0.000000000000000e+000, 2.323500562608165e+003, 1.679432494932060e+003, 5.344130870068857e+003, 4.683000000000000e+003,
, 1.050000000000000e+002, 1.082782412053245e+001, 3.651128921278734e+001, 1.439009248623863e+002, 4.249869693227330e+001, 1.443676980937508e+002, 4.248374224905479e+001, 1.968833275668658e+000,-6.275680661470399e+003, 4.233527380651955e+001, 2.717035463879131e+002, 5.180634495767049e+001, 1.801696481567179e+002, 1.411280880128871e+003,-5.182158996148718e+000, 9.170577698439222e+001, 1.447553919001478e+004, 2.750000000000001e+005, 2.481349482041987e+005,-3.376382032671120e+001, 1.037665909624120e+002,-3.028703092974670e+000,-4.550089851627938e-001, 4.128914912926653e-001,-7.609593926298423e-001, 2.083944399634143e-001, 3.406900729729831e+000, 2.131680626362011e+005, 2.894722585744062e+001,-2.729002434593790e+001,-1.127604623990040e+001, 6.170624054723161e+006, 3.613627981568195e+000, 1.069315938017712e+003, 1.069315938017712e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.540236301794725e+000,-7.391850880289827e+000,-1.436917586073147e+001, 1.156722572304320e+001, 4.258087989312161e+000, 2.988776692934262e+000, 1.447553919001478e+004,-3.618892844330836e+002, 1.843202908219061e+002, 1.857792632880095e+001, 2.864223975149908e+002, 0.000000000000000e+000, 2.342439579639930e+003, 1.682996789907109e+003, 5.254539190014886e+003, 4.683000000000000e+003,
, 1.060000000000000e+002, 1.069454164300836e+001, 3.757228948029955e+001, 1.439138250775376e+002, 4.249832062271468e+001, 1.443670345002141e+002, 4.248358720540834e+001, 1.994796319871966e+000,-6.275295408797471e+003, 4.233606741591309e+001, 2.717271048693726e+002, 5.177068447212503e+001, 1.801850862412719e+002, 1.414963734680527e+003,-5.629320270999598e+000, 9.174130195098255e+001, 1.438594750996080e+004, 2.750000000000001e+005, 2.475706870434705e+005,-3.582693155503252e+001, 1.046366337695253e+002,-3.516474959080988e+000,-4.700196749864318e-001, 4.127593863243148e-001,-7.545480130393056e-001, 1.984149443596923e-001, 3.066002031791246e+000, 2.184225877740093e+005, 3.055736987984933e+001,-2.884599336845080e+001,-1.200054937456174e+001, 6.674419804724257e+006, 3.620074612292781e+000, 1.073343900405999e+003, 1.073343900405999e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.547929159723419e+000,-7.396556756909581e+000,-1.437115745946895e+001, 1.119147681795922e+001, 4.184322197970934e+000, 2.965659163263420e+000, 1.438594750996080e+004,-3.739879416551526e+002, 1.833970165695781e+002, 2.084252426622415e+001, 2.880552515610162e+002, 0.000000000000000e+000, 2.361496178225181e+003, 1.686235896090380e+003, 5.164947509960915e+003, 4.683000000000000e+003,
, 1.070000000000000e+002, 1.054998633827064e+001, 3.863577469258336e+001, 1.439267550265504e+002, 4.249793631682420e+001, 1.443663527095465e+002, 4.248345078957404e+001, 2.021125088128429e+000,-6.274961909674088e+003, 4.233681693566182e+001, 2.717488849700310e+002, 5.173766905931293e+001, 1.802003694473835e+002, 1.418371011864651e+003,-6.070792961412449e+000, 9.177506531111878e+001, 1.429635582990683e+004, 2.750000000000001e+005, 2.469478648670063e+005,-3.788364738672699e+001, 1.055522611301449e+002,-4.056516632695735e+000,-4.848583214490611e-001, 4.124761972292982e-001,-7.478604429335322e-001, 1.883628220645387e-001, 2.692590092059161e+000, 2.239972520160715e+005, 3.217565525787970e+001,-3.041443366601306e+001,-1.275072941294019e+001, 7.207258359581514e+006, 3.625054970064894e+000, 1.077118758675855e+003, 1.077118758675855e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.555990877183263e+000,-7.401636229978695e+000,-1.437333271559086e+001, 1.081737267292075e+001, 4.105554689546730e+000, 2.938310468997381e+000, 1.429635582990683e+004,-3.862480824137701e+002, 1.823981138057056e+002, 2.336274911014439e+001, 2.897065203826783e+002, 0.000000000000000e+000, 2.380671827483178e+003, 1.689117956102137e+003, 5.075355829906945e+003, 4.683000000000000e+003,
, 1.080000000000000e+002, 1.039430043655397e+001, 3.970139197633603e+001, 1.439397104229844e+002, 4.249754452526115e+001, 1.443656916289754e+002, 4.248333423625905e+001, 2.046785987463409e+000,-6.274682107127658e+003, 4.233750288804206e+001, 2.717684348339349e+002, 5.170800459240067e+001, 1.802154247425707e+002, 1.421483983874225e+003,-6.505205910967487e+000, 9.180658832669833e+001, 1.420676414985286e+004, 2.750000000000001e+005, 2.462642960108276e+005,-3.993309500493476e+001, 1.065195597502756e+002,-4.654488909721853e+000,-4.995194930959016e-001, 4.120420276645606e-001,-7.408991301931091e-001, 1.782417525003200e-001, 2.285363935533115e+000, 2.298939573826474e+005, 3.380382532221015e+001,-3.199727107450896e+001,-1.352984131639285e+001, 7.771295177994637e+006, 3.628516230041925e+000, 1.080619363242929e+003, 1.080619363242929e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.564415446487261e+000,-7.407084701306527e+000,-1.437569950744876e+001, 1.044506995527913e+001, 4.021909820180129e+000, 2.906705090977795e+000, 1.420676414985286e+004,-3.986713060942667e+002, 1.813247146359680e+002, 2.615315555292942e+001, 2.913772356507947e+002, 0.000000000000000e+000, 2.399968024240165e+003, 1.691609804541248e+003, 4.985764149852974e+003, 4.683000000000000e+003,
, 1.090000000000000e+002, 1.022767122526060e+001, 4.076877862764255e+001, 1.439526868658154e+002, 4.249714587675895e+001, 1.443650899364947e+002, 4.248323861436494e+001, 2.070543138921494e+000,-6.274457481546523e+003, 4.233810404109728e+001, 2.717852761058095e+002, 5.168243764719606e+001, 1.802301754350685e+002, 1.424285325693319e+003,-6.931090666862493e+000, 9.183536470199768e+001, 1.411717246979889e+004, 2.750000000000001e+005, 2.455177605708074e+005,-4.197426215159925e+001, 1.075455385292315e+002,-5.316998133086289e+000,-5.139978234340580e-001, 4.114570365510901e-001,-7.336666228978397e-001, 1.680554403264741e-001, 1.843052334906079e+000, 2.361131764796603e+005, 3.544374545420830e+001,-3.359656916049183e+001,-1.434155386089882e+001, 8.368735325529641e+006, 3.630413470887230e+000, 1.083825573989579e+003, 1.083825573989579e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.573195421191680e+000,-7.412896134952675e+000,-1.437825498972639e+001, 1.007475373141431e+001, 3.933533057244472e+000, 2.870833262061308e+000, 1.411717246979889e+004,-4.112574438775044e+002, 1.801781934995498e+002, 2.922854732755096e+001, 2.930682453638376e+002, 0.000000000000000e+000, 2.419386293730502e+003, 1.693676988267227e+003, 4.896172469799003e+003, 4.683000000000000e+003,
, 1.100000000000000e+002, 1.005033370594271e+001, 4.183756510523317e+001, 1.439656798764997e+002, 4.249674112311787e+001, 1.443645856817433e+002, 4.248316483398791e+001, 2.090957350686949e+000,-6.274288994740255e+003, 4.233859759041623e+001, 2.717989038600890e+002, 5.166175485088711e+001, 1.802445417474433e+002, 1.426759405729825e+003,-7.346879420536704e+000, 9.186086105906630e+001, 1.402758078974492e+004, 2.750000000000001e+005, 2.447060332507592e+005,-4.400596723780461e+001, 1.086383132764353e+002,-6.051778892266148e+000,-5.282880128968404e-001, 4.107214380157471e-001,-7.261655683940578e-001, 1.578076140834768e-001, 1.364434515289112e+000, 2.426537416625064e+005, 3.709740718125320e+001,-3.521453666099715e+001,-1.519002102483634e+001, 9.001824658508623e+006, 3.630710628019873e+000, 1.086718538212335e+003, 1.086718538212335e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.582321844994157e+000,-7.419062972878631e+000,-1.438099554902110e+001, 9.706636926181858e+000, 3.840591629277358e+000, 2.830702506591200e+000, 1.402758078974492e+004,-4.240042255630401e+002, 1.789601827688612e+002, 3.260400760777905e+001, 2.947801696559337e+002, 0.000000000000000e+000, 2.438928190320121e+003, 1.695283806328020e+003, 4.806580789745032e+003, 4.683000000000000e+003,
, 1.110000000000000e+002, 9.862573090774918e+000, 4.290737835379215e+001, 1.439786849400292e+002, 4.249633114366372e+001, 1.443642159319314e+002, 4.248311365659827e+001, 2.106390156058296e+000,-6.274177034359778e+003, 4.233895942968240e+001, 2.718087868725598e+002, 5.164678164035070e+001, 1.802584414841778e+002, 1.428892609017359e+003,-7.750903600925104e+000, 9.188251782007616e+001, 1.393798910969095e+004, 2.750000000000001e+005, 2.438269176685962e+005,-4.602682193177100e+001, 1.098073333020979e+002,-6.867918766464915e+000,-5.423848307835879e-001, 4.098355013128864e-001,-7.183987123256093e-001, 1.475020248280684e-001, 8.483628046708307e-001, 2.495126476067014e+005, 3.876693174927091e+001,-3.685353454367609e+001,-1.607996724309906e+001, 9.672839780348877e+006, 3.629381502714955e+000, 1.089281005957080e+003, 1.089281005957080e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.591784186813471e+000,-7.425576055743478e+000,-1.438391676185905e+001, 9.340959733967837e+000, 3.743275055903639e+000, 2.786339171267106e+000, 1.393798910969095e+004,-4.369069093955800e+002, 1.776725885163103e+002, 3.629493057237806e+001, 2.965133499058388e+002, 0.000000000000000e+000, 2.458595298253150e+003, 1.696393371587275e+003, 4.716989109691062e+003, 4.683000000000000e+003,
, 1.120000000000000e+002, 9.664727093087087e+000, 4.397784546241128e+001, 1.439916975500256e+002, 4.249591694901049e+001, 1.443640164706976e+002, 4.248308570791198e+001, 2.115013653760798e+000,-6.274121359725765e+003, 4.233916452333850e+001, 2.718143683429310e+002, 5.163838028778667e+001, 1.802717907897673e+002, 1.430673693198239e+003,-8.141393329991468e+000, 9.189975059334533e+001, 1.384839742963698e+004, 2.750000000000001e+005, 2.428782865771669e+005,-4.803518401789034e+001, 1.110636602496277e+002,-7.776135460485608e+000,-5.562831171742848e-001, 4.087995507258013e-001,-7.103688976288510e-001, 1.371424447602375e-001, 2.937868882979308e-001, 2.566848775534569e+005, 4.045457291511075e+001,-3.851608240032002e+001,-1.701678959962512e+001, 1.038407709519260e+007, 3.626410825542934e+000, 1.091497684168732e+003, 1.091497684168732e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.601570283459407e+000,-7.432424550295286e+000,-1.438701335587929e+001, 8.977988957177766e+000, 3.641795542321859e+000, 2.737789926510479e+000, 1.384839742963698e+004,-4.499578743300942e+002, 1.763176063373288e+002, 4.031705382027254e+001, 2.982677904804011e+002, 0.000000000000000e+000, 2.478389232422621e+003, 1.696967695839416e+003, 4.627397429637091e+003, 4.683000000000000e+003,
, 1.130000000000000e+002, 9.457187962850725e+000, 4.504859765821424e+001, 1.440047132578596e+002, 4.249549968388978e+001, 1.443640215559365e+002, 4.248308149296249e+001, 2.114826820758935e+000,-6.274121050236439e+003, 4.233918739425257e+001, 2.718150671881840e+002, 5.163744704058566e+001, 1.802845049904078e+002, 1.432094176584749e+003,-8.516477974414190e+000, 9.191195216678335e+001, 1.375880574958301e+004, 2.750000000000001e+005, 2.418581283829860e+005,-5.002909760513313e+001, 1.124203119330061e+002,-8.789119079932416e+000,-5.699777848182688e-001, 4.076139654480240e-001,-7.020790634920386e-001, 1.267326658424665e-001,-3.002208494856838e-001, 2.641632653268139e+005, 4.216271866389612e+001,-4.020486382855179e+001,-1.800668075865603e+001, 1.113784143731060e+007, 3.621795370864740e+000, 1.093355630314660e+003, 1.093355630314660e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.611666291398576e+000,-7.439595884929985e+000,-1.439027917498478e+001, 8.618017247766392e+000, 3.536388222577731e+000, 2.685123214744500e+000, 1.375880574958301e+004,-4.631461750931819e+002, 1.748977370890788e+002, 4.468649124942805e+001, 3.000430924804530e+002, 0.000000000000000e+000, 2.498311639166182e+003, 1.696967799773783e+003, 4.537805749583120e+003, 4.683000000000000e+003,
, 1.140000000000000e+002, 9.240404215113090e+000, 4.611927462896304e+001, 1.440177277257007e+002, 4.249508062906475e+001, 1.443642637410181e+002, 4.248310141290124e+001, 2.103678853172823e+000,-6.274174457623859e+003, 4.233900273791685e+001, 2.718102800362285e+002, 5.164490821521598e+001, 1.802964995080709e+002, 1.433148756485831e+003,-8.874188049240175e+000, 9.191849521687588e+001, 1.366921406952904e+004, 2.750000000000001e+005, 2.407646002396651e+005,-5.200621680652925e+001, 1.138926865713587e+002,-9.921954923285279e+000,-5.834638209963392e-001, 4.062791794445282e-001,-6.935322442794830e-001, 1.162764984117427e-001,-9.344396102892876e-001, 2.719384069092634e+005, 4.389389151776427e+001,-4.192273039153017e+001,-1.905677732824070e+001, 1.193643493238884e+007, 3.615545116919075e+000, 1.094844685162152e+003, 1.094844685162152e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.622056649188959e+000,-7.447075695081935e+000,-1.439370714930876e+001, 8.261362227728679e+000, 3.427311235920140e+000, 2.628430619620090e+000, 1.366921406952904e+004,-4.764570615448548e+002, 1.734158023714639e+002, 4.941976592546180e+001, 3.018383789284544e+002, 0.000000000000000e+000, 2.518364197087809e+003, 1.696353848535441e+003, 4.448214069529149e+003, 4.683000000000000e+003,
, 1.150000000000000e+002, 9.014881997659355e+000, 4.718952916130186e+001, 1.440307367833196e+002, 4.249466120214446e+001, 1.443647737621069e+002, 4.248314578311503e+001, 2.079299924133920e+000,-6.274279163388455e+003, 4.233858617219227e+001, 2.717993840551883e+002, 5.166171508316593e+001, 1.803076908314472e+002, 1.433835754688747e+003,-9.212458747226751e+000, 9.191873584189419e+001, 1.357962238947507e+004, 2.750000000000001e+005, 2.395960878500108e+005,-5.396370773950618e+001, 1.154990853197568e+002,-1.119264467687699e+001,-5.967362893555854e-001, 4.047956812928834e-001,-6.847315684208680e-001, 1.057777697848441e-001,-1.609475022361147e+000, 2.799986367558869e+005, 4.565074706402366e+001,-4.367270367438260e+001,-2.017533942871268e+001, 1.278214694481443e+007, 3.607684443468361e+000, 1.095957943194735e+003, 1.095957943194735e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.632724052184697e+000,-7.454847780166367e+000,-1.439728927087689e+001, 7.908365465343914e+000, 3.314845621072721e+000, 2.567828128261181e+000, 1.357962238947507e+004,-4.898714652184591e+002, 1.718749595415806e+002, 5.453384236714233e+001, 3.036522109555769e+002, 0.000000000000000e+000, 2.538548617906526e+003, 1.695085312809729e+003, 4.358622389475178e+003, 4.683000000000000e+003,
, 1.160000000000000e+002, 8.781186043946402e+000, 4.825903207328705e+001, 1.440437364883600e+002, 4.249424295719134e+001, 1.443655804930798e+002, 4.248321485232857e+001, 2.039339524959360e+000,-6.274431942751661e+003, 4.233791512767837e+001, 2.717817407546893e+002, 5.168883739246476e+001, 1.803179975233985e+002, 1.434157585524376e+003,-9.529135379390494e+000, 9.191201802351253e+001, 1.349003070942110e+004, 2.750000000000001e+005, 2.383512719286548e+005,-5.589812202776348e+001, 1.172613525378020e+002,-1.262274544280584e+001,-6.097903317162609e-001, 4.031640140044177e-001,-6.756802572661381e-001, 9.524032285740983e-002,-2.325735686314335e+000, 2.883300849413368e+005, 4.743607029461365e+001,-4.545797487962641e+001,-2.137196851055906e+001, 1.367724617732918e+007, 3.598253356058907e+000, 1.096692257748170e+003, 1.096692257748170e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.643649441093943e+000,-7.462894073803731e+000,-1.440101657585400e+001, 7.559391285560217e+000, 3.199295014372226e+000, 2.503457257265394e+000, 1.349003070942110e+004,-5.033654575046107e+002, 1.702787160150639e+002, 6.004615756621277e+001, 3.054824947225116e+002, 0.000000000000000e+000, 2.558866647333220e+003, 1.693121154318481e+003, 4.269030709421208e+003, 4.683000000000000e+003,
, 1.170000000000000e+002, 8.539940158981748e+000, 4.932747741106446e+001, 1.440567231896966e+002, 4.249382758282346e+001, 1.443667109685079e+002, 4.248330882247108e+001, 1.981412279365941e+000,-6.274628736411970e+003, 4.233696987820166e+001, 2.717567008895671e+002, 5.172725538298937e+001, 1.803273412400079e+002, 1.434121240365867e+003,-9.821981015662143e+000, 9.189767911011649e+001, 1.340043902936713e+004, 2.750000000000001e+005, 2.370292010551059e+005,-5.780523284891749e+001, 1.192056520138274e+002,-1.423814480739482e+001,-6.226211698500446e-001, 4.013847748254578e-001,-6.663816239063731e-001, 8.466801469730811e-002,-3.083412787450160e+000, 2.969168314680716e+005, 4.925276931711002e+001,-4.728190132348889e+001,-2.265787190120808e+001, 1.462397620666416e+007, 3.587308722801028e+000, 1.097048776361036e+003, 1.097048776361036e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.654812005891820e+000,-7.471194629003565e+000,-1.440487913424292e+001, 7.214825395453493e+000, 3.080985139550715e+000, 2.435486012705944e+000, 1.340043902936713e+004,-5.169096857157355e+002, 1.686309425686615e+002, 6.597464994078931e+001, 3.073263790552281e+002, 0.000000000000000e+000, 2.579320065976678e+003, 1.690420033358945e+003, 4.179439029367237e+003, 4.683000000000000e+003,
, 1.180000000000000e+002, 8.291827189667492e+000, 5.039458787043212e+001, 1.440696935933788e+002, 4.249341689914418e+001, 1.443681904747756e+002, 4.248342786921028e+001, 1.903150794444628e+000,-6.274864631257870e+003, 4.233573470351205e+001, 2.717236105822096e+002, 5.177795017956090e+001, 1.803356477318703e+002, 1.433738780782164e+003,-1.008868660706096e+001, 9.187505639651698e+001, 1.331084734931316e+004, 2.750000000000001e+005, 2.356293703869737e+005,-5.967982196285657e+001, 1.213633897331109e+002,-1.606998252952249e+001,-6.352241072290366e-001, 3.994586150187161e-001,-6.568390719610835e-001, 7.406471513281698e-002,-3.882464320800283e+000, 3.057411734154545e+005, 5.110386597298468e+001,-4.914799911292796e+001,-2.404618405386943e+001, 1.562455594864645e+007, 3.574925506339526e+000, 1.097033500115073e+003, 1.097033500115073e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.666189206442025e+000,-7.479727619864402e+000,-1.440886604784471e+001, 6.875073309205395e+000, 2.960263079521973e+000, 2.364109654915945e+000, 1.331084734931316e+004,-5.304687951657455e+002, 1.669358853187761e+002, 7.233778529878110e+001, 3.091801441068394e+002, 0.000000000000000e+000, 2.599910690279998e+003, 1.686940534559429e+003, 4.089847349313266e+003, 4.683000000000000e+003,
, 1.190000000000000e+002, 8.037588437579002e+000, 5.146012039483935e+001, 1.440826448305535e+002, 4.249301285285827e+001, 1.443700427095413e+002, 4.248357216320170e+001, 1.802264748616835e+000,-6.275133850970978e+003, 4.233419916700248e+001, 2.716818187554593e+002, 5.184189248539059e+001, 1.803428477945294e+002, 1.433027830985111e+003,-1.032688385004276e+001, 9.184349484748840e+001, 1.322125566925918e+004, 2.750000000000001e+005, 2.341518054100346e+005,-6.151540325704817e+001, 1.237722726981108e+002,-1.815570834877225e+001,-6.475945307448486e-001, 3.973862396249060e-001,-6.470560943323679e-001, 6.343430533613399e-002,-4.722605608710402e+000, 3.147840188913446e+005, 5.299248288426811e+001,-5.105993120230726e+001,-2.555235576703818e+001, 1.668118673334071e+007, 3.561197970579043e+000, 1.096657858959447e+003, 1.096657858959447e+003, 0.000000000000000e+000,-2.112358361467480e+000, 5.869997772243305e-001,-7.677756810952675e+000,-7.488469361142370e+000,-1.441296545719167e+001, 6.540558561719317e+000, 2.837496323985761e+000, 2.289551240628323e+000, 1.322125566925918e+004,-5.440008473429251e+002, 1.651981760118621e+002, 7.915457876588229e+001, 3.110390817819308e+002, 0.000000000000000e+000, 2.620640373488630e+003, 1.682641405407373e+003, 4.000255669259295e+003, 4.683000000000000e+003,
