RLV Sizing
LEO Mission
lng_LS=, 1.434567840000000e+002,latg_LS=, 4.250403800000000e+001,g0=, 9.806649999999999e+000,GM=, 3.986004418000000e+014,Re=, 6.378137000000000e+003,Rp=, 6.356752314250000e+003,Omega=, 4.178074130000000e-003,EularL1L2[0]=, 0.000000000000000e+000,EularL1L2[1]=, 0.000000000000000e+000,EularL1L2[2]=, 9.000000000000000e+001,
Event Title,time,h,s,lng,latg,latc,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,ayb,azb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,ROLL,PICH,YAW,TAIKI.Elevation,TAIKI-SEIKA.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,Siip,MainEngine.Wp,2ndEngine.Wp,Pa,Ta,Rou,fpvg,azvg,fpvrg,azvrg,fpvag,azvag,xi,yi,zi,rc,vxi,vyi,vzi,
, 2.300000000000001e+001, 8.486195843344246e-001, 2.956108406949143e-002, 1.434571420333786e+002, 4.250403766627667e+001, 4.231242584732088e+001, 1.434592098961858e+002, 4.250407204131709e+001,-8.567609606965561e+000,-6.371868554934204e+003, 4.231244131742717e+001, 2.699806034378848e+002, 5.361291307605155e+001, 1.799752675414801e+002, 3.591212719087673e+002, 1.235751681322571e+001, 8.995982817175603e+001, 2.721243396456541e+004, 4.950000000000000e+005, 3.895478045089902e+005, 8.453883250797043e+001, 8.808175048353473e+001,-6.683866899887741e-014, 4.142489152767745e-001, 7.023187956842129e-002,-7.174819713776681e-001, 5.555942224612468e-001, 1.423652999951463e+001, 0.000000000000000e+000, 0.000000000000000e+000, 3.362744377484329e+003, 5.364911881539828e-015, 9.886917513223084e-016, 5.273022673718978e-015, 1.804082726534693e-011, 2.290843003527747e-001, 7.720638131453384e+001, 7.720638131453384e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.885686849226315e+000,-1.658602700016638e-001, 2.721243396456541e+004,-5.157564428157841e-001, 2.243135237533103e+001, 3.924213383341839e-003, 8.915598770317054e+001, 0.000000000000000e+000, 3.922143173373989e+002, 3.025414157245847e+002, 1.994303543463566e-001, 1.811990444576541e+004, 4.683000000000000e+003, 9.153836414150156e+004, 9.484708985648410e+000, 1.128281470901577e+000, 1.235758096255135e+001, 9.000180799416944e+001, 8.454189599397294e+001, 9.008636592613451e+001, 8.454189599397294e+001, 9.008636592613451e+001,-3.788750521455441e+006, 2.798083670196916e+006, 4.287618763481019e+006, 6.369268199738964e+006,-2.539866524829506e+002,-2.485221587234126e+002, 5.191921533816305e+001,
, 2.400000000000001e+001, 9.276774942878204e-001, 3.759824658376921e-002, 1.434572399243504e+002, 4.250403755330762e+001, 4.231242811269920e+001, 1.434598403975064e+002, 4.250407463611096e+001,-8.452905583843858e+000,-6.371816696379860e+003, 4.231244495139114e+001, 2.699802231577670e+002, 5.361977274157857e+001, 1.799737372157262e+002, 3.614980749222736e+002, 1.299276881305306e+001, 8.995808889174310e+001, 2.705116894046826e+004, 4.950000000000000e+005, 3.905513464423736e+005, 8.383050060681131e+001, 8.831938946149907e+001, 1.183791267240280e-013, 4.098126338021666e-001, 7.268620850618057e-002,-7.211856236078035e-001, 5.537703644747984e-001, 1.434961285626953e+001, 0.000000000000000e+000, 0.000000000000000e+000, 3.740960243683099e+003, 1.499193525319090e-014, 1.245012457037439e-015,-1.494014948444927e-014, 5.608423375805828e-011, 2.427819168290864e-001, 8.174837868611940e+001, 8.174837868611940e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.183920177215441e+000,-1.286002321925898e-001, 2.705116894046826e+004,-5.989085851399071e-001, 2.458602895893477e+001, 3.924213383341839e-003, 9.302429927104814e+001, 0.000000000000000e+000, 4.104586443190644e+002, 3.168342789960485e+002, 2.512509806614320e-001, 1.795863942166825e+004, 4.683000000000000e+003, 9.066723399099510e+004, 8.970976135427918e+000, 1.119579125266825e+000, 1.299283504699098e+001, 9.000230010216058e+001, 8.383315673697071e+001, 9.009225909458100e+001, 8.383315673697071e+001, 9.009225909458100e+001,-3.789006224431657e+006, 2.797835535753750e+006, 4.287672169081348e+006, 6.369347257248820e+006,-2.574472724381178e+002,-2.477649356770602e+002, 5.490261137346365e+001,
, 2.500000000000001e+001, 1.011201702506126e+000, 4.717026600921994e-002, 1.434573564716076e+002, 4.250403740989040e+001, 4.231243048204371e+001, 1.434605938394068e+002, 4.250407714720560e+001,-8.330912052452732e+000,-6.371757658700542e+003, 4.231244869150788e+001, 2.699799739036576e+002, 5.362655191952410e+001, 1.799721491796106e+002, 3.641283328712897e+002, 1.362696230283116e+001, 8.995641635241620e+001, 2.688990391637110e+004, 4.950000000000000e+005, 3.916031405084226e+005, 8.316486060264937e+001, 8.843253619102033e+001, 0.000000000000000e+000, 4.056050048193221e-001, 7.544614071619192e-002,-7.241021831310273e-001, 5.526920374869088e-001, 1.446523761228120e+001, 0.000000000000000e+000, 0.000000000000000e+000, 4.144938803141662e+003, 4.856809191550820e-015,-1.177949252954985e-015,-4.711797011819941e-015, 2.013117687751408e-011, 2.568512005199128e-001, 8.641842943922715e+001, 8.640249106785750e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.498204827237764e+000,-8.923620397861530e-002, 2.688990391637110e+004,-6.917877785375111e-001, 2.684666621995987e+001, 3.924213383341839e-003, 9.687763597277697e+001, 0.000000000000000e+000, 4.288120603178368e+002, 3.312414790996945e+002, 3.131767285919394e-001, 1.779737439757110e+004, 4.683000000000000e+003, 8.975421830866102e+004, 8.428234336455262e+000, 1.110441261936418e+000, 1.362703038535994e+001, 9.000286656362718e+001, 8.307979589478455e+001, 9.009742474302747e+001, 8.316742941940535e+001, 9.003127399573440e+001,-3.789265473199273e+006, 2.797588101955678e+006, 4.287728589815031e+006, 6.369430781043254e+006,-2.610787558289112e+002,-2.471217900207475e+002, 5.794952071755317e+001,
, 2.600000000000001e+001, 1.099291073715784e+000, 5.843633827462169e-002, 1.434574936125505e+002, 4.250403726488301e+001, 4.231243298699120e+001, 1.434614515673066e+002, 4.250408199789965e+001,-8.201286914109005e+000,-6.371694752696430e+003, 4.231245398633017e+001, 2.699780816731408e+002, 5.363565014560812e+001, 1.799705044480631e+002, 3.669245828874718e+002, 1.426433656405973e+001, 8.995319655405685e+001, 2.672863889227394e+004, 4.950000000000000e+005, 3.927030835746265e+005, 8.308245501110200e+001, 8.792217597897100e+001,-2.640761108361543e-014, 4.050203642379779e-001, 7.804959259254321e-002,-7.218994947489564e-001, 5.556328690150316e-001, 1.458366995100141e+001, 0.000000000000000e+000, 0.000000000000000e+000, 4.565279084065534e+003, 5.424779908271838e-015, 3.073294175854646e-015,-4.470246073970393e-015, 2.476563425089237e-011, 2.710058133587286e-001, 9.122075379154065e+001, 9.107127269746502e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.828695881756623e+000,-4.772177286520507e-002, 2.672863889227394e+004,-7.949855124816697e-001, 2.921301965650307e+001, 3.924213383341839e-003, 1.007140199048341e+002, 0.000000000000000e+000, 4.472758777454486e+002, 3.457657148613050e+002, 3.836778643263707e-001, 1.763610937347394e+004, 4.683000000000000e+003, 8.879940661924781e+004, 7.855843477287522e+000, 1.100866144983519e+000, 1.426441163036995e+001, 9.000190905715539e+001, 8.235131367816980e+001, 9.005591497250470e+001, 8.308676266562526e+001, 8.950160241061624e+001,-3.789528419451281e+006, 2.797341281822845e+006, 4.287788094829122e+006, 6.369518869975781e+006,-2.648271022507902e+002,-2.465157996124646e+002, 6.107549412016186e+001,
, 2.700000000000001e+001, 1.192059106742560e+000, 7.144880594690121e-002, 1.434576519757187e+002, 4.250403724775904e+001, 4.231243576039559e+001, 1.434623970495879e+002, 4.250409158348885e+001,-8.063662584569102e+000,-6.371630414178309e+003, 4.231246246734632e+001, 2.699732147175214e+002, 5.364886797239234e+001, 1.799688037540952e+002, 3.698251828181716e+002, 1.490834042043532e+001, 8.994721783423429e+001, 2.656737386817679e+004, 4.950000000000000e+005, 3.938511522641460e+005, 8.303059596796669e+001, 8.735574943224681e+001, 2.621207245562743e-014, 4.046165961956673e-001, 8.074602243048046e-002,-7.192978581307319e-001, 5.589061470705347e-001, 1.470473623234624e+001, 0.000000000000000e+000, 0.000000000000000e+000, 5.011340121971384e+003, 1.327252864599794e-015, 1.327252864599794e-015, 0.000000000000000e+000, 6.651315532370401e-012, 2.855437655364513e-001, 9.615683609837103e+001, 9.585376732029276e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.175600138213365e+000,-4.003550510347939e-003, 2.656737386817679e+004,-9.091388629712085e-001, 3.168571479135627e+001, 3.924213383341839e-003, 1.045314395252170e+002, 0.000000000000000e+000, 4.658514328407807e+002, 3.604096969857648e+002, 4.613982099380369e-001, 1.747484434937679e+004, 4.683000000000000e+003, 8.780281921515107e+004, 7.253068557489598e+000, 1.090851170837751e+000, 1.490843163531059e+001, 8.999822912171075e+001, 8.168806119083166e+001, 8.995447196300488e+001, 8.303681742270636e+001, 8.892306779291731e+001,-3.789795153555872e+006, 2.797095076801334e+006, 4.287850771417847e+006, 6.369611637496470e+006,-2.686538970766678e+002,-2.458904614770126e+002, 6.429331525621507e+001,
, 2.800000000000001e+001, 1.289624930280503e+000, 8.623457720293785e-002, 1.434578318823419e+002, 4.250403752097655e+001, 4.231243896827400e+001, 1.434634309560751e+002, 4.250410720863179e+001,-7.917712665983345e+000,-6.371564903892064e+003, 4.231247559043830e+001, 2.699650575390776e+002, 5.366663433864866e+001, 1.799670456409655e+002, 3.728262494381247e+002, 1.555919331402819e+001, 8.993819165601040e+001, 2.640610884407963e+004, 4.950000000000000e+005, 3.950472820089281e+005, 8.301008225728148e+001, 8.672642537134315e+001, 7.840658018527868e-014, 4.043931738946908e-001, 8.355777156410142e-002,-7.162556795378688e-001, 5.625496078110495e-001, 1.482847167229895e+001, 0.000000000000000e+000, 0.000000000000000e+000, 5.483562174846390e+003, 8.081416905134165e-015, 0.000000000000000e+000,-8.081416905134165e-015, 4.431495206015788e-011, 3.004763495091379e-001, 1.012275287920482e+002, 1.007523814218001e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.539126418565855e+000, 4.197452891088292e-002, 2.640610884407963e+004,-1.035003818062106e+000, 3.426554779480953e+001, 3.924213383341839e-003, 1.083278479161269e+002, 0.000000000000000e+000, 4.845400862501599e+002, 3.751760770491434e+002, 5.463949017988218e-001, 1.731357932527963e+004, 4.683000000000000e+003, 8.676451214502766e+004, 6.619138215274290e+000, 1.080393910143720e+000, 1.555931080351362e+001, 8.999154011934314e+001, 8.108754760700288e+001, 8.980625223076056e+001, 8.301841525924920e+001, 8.828865559604292e+001,-3.790065752230402e+006, 2.796849509621124e+006, 4.287916713384116e+006, 6.369709202672957e+006,-2.725556389823627e+002,-2.452389471296387e+002, 6.760691340211469e+001,
, 2.900000000000001e+001, 1.392111296972151e+000, 1.028126111342040e-001, 1.434580335584348e+002, 4.250403826592004e+001, 4.231244279547272e+001, 1.434645533235490e+002, 4.250413033429464e+001,-7.763094574468596e+000,-6.371498504047599e+003, 4.231249553648394e+001, 2.699532911439475e+002, 5.368938267438272e+001, 1.799652287578103e+002, 3.759237070101689e+002, 1.621716315787287e+001, 8.992582639235634e+001, 2.624484381998247e+004, 4.950000000000000e+005, 3.962913364038180e+005, 8.302153415419103e+001, 8.602578299332558e+001, 5.235640638463683e-014, 4.043466878035101e-001, 8.651396544144699e-002,-7.127224173009309e-001, 5.666090766327738e-001, 1.495491115987947e+001, 0.000000000000000e+000, 0.000000000000000e+000, 5.982321713474475e+003, 4.303351371342605e-015,-1.924517239477801e-015,-3.849034478955601e-015, 2.574403234949302e-011, 3.158155128371440e-001, 1.064336136217915e+002, 1.057696420889937e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.919473290485507e+000, 9.027025338568571e-002, 2.624484381998247e+004,-1.173360127243148e+000, 3.695333076338365e+001, 3.924213383341839e-003, 1.121011643475943e+002, 0.000000000000000e+000, 5.033432236254303e+002, 3.900675416837653e+002, 6.386750966396875e-001, 1.715231430118247e+004, 4.683000000000000e+003, 8.568460381613024e+004, 5.953257777113663e+000, 1.069492370289770e+000, 1.621731801906756e+001, 8.998155258175024e+001, 8.054753901118603e+001, 8.961904367426928e+001, 8.303220413272280e+001, 8.758989512705240e+001,-3.790340288573478e+006, 2.796604610029736e+006, 4.287986018514659e+006, 6.369811688189851e+006,-2.765285920119044e+002,-2.445540528744879e+002, 7.102032466022087e+001,
, 3.000000000000001e+001, 1.499644670098787e+000, 1.211936324618490e-001, 1.434582571295161e+002, 4.250403968314973e+001, 4.231244744616993e+001, 1.434657635004695e+002, 4.250416258678708e+001,-7.599448945915356e+000,-6.371431518299683e+003, 4.231252539308313e+001, 2.699375930708133e+002, 5.371755082861822e+001, 1.799633518813494e+002, 3.791133191532709e+002, 1.688256375236124e+001, 8.990982736940880e+001, 2.608357879588532e+004, 4.950000000000000e+005, 3.975831029156031e+005, 8.306538570823305e+001, 8.524344045072861e+001,-5.268585247333460e-014, 4.044702754126395e-001, 8.965192875238456e-002,-7.086361837286850e-001, 5.711401641357805e-001, 1.508408920452996e+001, 0.000000000000000e+000, 0.000000000000000e+000, 6.507926414351931e+003, 1.471145711273057e-014, 9.176754815375735e-016, 1.468280770460118e-014, 9.574108033754488e-011, 3.315739348464827e-001, 1.117758102045235e+002, 1.109082152181978e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 5.316828674700431e+000, 1.409431780570424e-001, 2.608357879588532e+004,-1.325010276805239e+000, 3.974989797886433e+001, 3.924213383341839e-003, 1.158492762706162e+002, 0.000000000000000e+000, 5.222622562404555e+002, 4.050868122262065e+002, 7.381917012281881e-001, 1.699104927708532e+004, 4.683000000000000e+003, 8.456327871909454e+004, 5.254608710282753e+000, 1.058145029785539e+000, 1.688276806304848e+001, 8.996797425683425e+001, 8.006600886595970e+001, 8.939747878914490e+001, 8.307865182079542e+001, 8.681648376119755e+001,-3.790618831830720e+006, 2.796360415158648e+006, 4.288058788679823e+006, 6.369919220435234e+006,-2.805687860917019e+002,-2.438282174817481e+002, 7.453767765440544e+001,
, 3.100000000000001e+001, 1.612352498837600e+000, 1.414021061287217e-001, 1.434585028884870e+002, 4.250404196641598e+001, 4.231245311803752e+001, 1.434670876759967e+002, 4.250420303612697e+001,-7.426501163317880e+000,-6.371361738951669e+003, 4.231256636029450e+001, 2.699191968228009e+002, 5.374947844425657e+001, 1.799614095398830e+002, 3.824530814986790e+002, 1.755146354632834e+001, 8.989131248131193e+001, 2.592231377178816e+004, 4.950000000000000e+005, 3.989222552845451e+005, 8.262275096450644e+001, 8.529551194698075e+001, 7.431097518891454e-014, 4.017160551590856e-001, 9.166238296600554e-002,-7.104522214849672e-001, 5.705084219917275e-001, 1.521567062994534e+001, 0.000000000000000e+000, 0.000000000000000e+000, 7.075618630528038e+003, 4.016514408692388e-015,-1.969141333007565e-015,-3.500695703124560e-015, 2.841932417992817e-011, 3.481344655321708e-001, 1.172586560487916e+002, 1.162943122602635e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 5.731350588581432e+000, 1.940533139387094e-001, 2.592231377178816e+004,-1.490956454564559e+000, 4.265588139718569e+001, 3.924213383341839e-003, 1.195700418583152e+002, 0.000000000000000e+000, 5.412986216267398e+002, 4.202364658470325e+002, 8.470995076642285e-001, 1.682978425298816e+004, 4.683000000000000e+003, 8.340082006549899e+004, 4.522366341428949e+000, 1.046351167045221e+000, 1.755172566735799e+001, 8.995190994588866e+001, 7.960767900303281e+001, 8.917092599339233e+001, 8.263600219435688e+001, 8.677310558633309e+001,-3.790901460410498e+006, 2.796116951756993e+006, 4.288135125881800e+006, 6.370031926785499e+006,-2.847122057557139e+002,-2.431085270063664e+002, 7.815090235145163e+001,
, 3.200000000000000e+001, 1.730353927750510e+000, 1.635482413168694e-001, 1.434587721759864e+002, 4.250404521842085e+001, 4.231245991709096e+001, 1.434685610823960e+002, 4.250424992099242e+001,-7.244011700698138e+000,-6.371286547136723e+003, 4.231261795380817e+001, 2.698995610330980e+002, 5.378320396960434e+001, 1.799593946342363e+002, 3.860085805478571e+002, 1.821896165421142e+001, 8.987160308576632e+001, 2.576104874769101e+004, 4.950000000000000e+005, 4.003082415269582e+005, 8.216972742136602e+001, 8.534311664650370e+001,-4.669080346315036e-014, 3.988885007387650e-001, 9.374030115379049e-002,-7.122710627836498e-001, 5.698865264585810e-001, 1.534998275748951e+001, 0.000000000000000e+000, 0.000000000000000e+000, 7.673091768712388e+003, 7.773226171629554e-015, 3.968533205432182e-015, 6.683845398622624e-015, 5.964467775387044e-011, 3.651785987255585e-001, 1.228887186375078e+002, 1.218193943597875e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 6.163099826275934e+000, 2.496566399710414e-001, 2.576104874769101e+004,-1.672266566741948e+000, 4.567094449659857e+001, 3.924213383341839e-003, 1.232612961160989e+002, 0.000000000000000e+000, 5.604537842288818e+002, 4.355190640792133e+002, 9.682922261176032e-001, 1.666851922889100e+004, 4.683000000000000e+003, 8.219770700784886e+004, 3.755760226373354e+000, 1.034111852731641e+000, 1.821928555597392e+001, 8.993466396522058e+001, 7.913885982329244e+001, 8.896539329422409e+001, 8.218296385986888e+001, 8.673414628272785e+001,-3.791188304458225e+006, 2.795874177653413e+006, 4.288215119021187e+006, 6.370149926346465e+006,-2.890002662737758e+002,-2.424501822695054e+002, 8.184973712689484e+001,
, 3.300000000000000e+001, 1.853766718172955e+000, 1.877685649186881e-001, 1.434590666523480e+002, 4.250404951963397e+001, 4.231246792726617e+001, 1.434701960401065e+002, 4.250430381835647e+001,-7.051653361668286e+000,-6.371205687564694e+003, 4.231268165147715e+001, 2.698786740409397e+002, 5.381874971351321e+001, 1.799573035631497e+002, 3.897855125399668e+002, 1.888402929629882e+001, 8.985068526882435e+001, 2.559978372359385e+004, 4.950000000000000e+005, 4.017403671445458e+005, 8.170874055751072e+001, 8.538439190533762e+001,-4.411149770112271e-014, 3.960023462528349e-001, 9.588179525922247e-002,-7.140741610765075e-001, 5.692863212681301e-001, 1.548704573137838e+001, 0.000000000000000e+000, 0.000000000000000e+000, 8.300520347689591e+003, 1.009832444343453e-014,-3.193370579260529e-015,-9.580111737781588e-015, 8.382134752029948e-011, 3.827207605913248e-001, 1.286696805358113e+002, 1.274862998586285e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 6.612078316769138e+000, 3.078084303623815e-001, 2.559978372359385e+004,-1.869872459628761e+000, 4.879435326426798e+001, 3.924213383341839e-003, 1.269208578307832e+002, 0.000000000000000e+000, 5.797292360806093e+002, 4.509373483233696e+002, 1.102784716155020e+000, 1.650725420479385e+004, 4.683000000000000e+003, 8.095454240924853e+004, 2.954029190422205e+000, 1.021429228973277e+000, 1.888441900048384e+001, 8.991621930976956e+001, 7.866064841351771e+001, 8.877856579138707e+001, 8.172196975560060e+001, 8.669699414180866e+001,-3.791479510224524e+006, 2.795632029842084e+006, 4.288298854258739e+006, 6.370273336848914e+006,-2.934361682737232e+002,-2.418564862778752e+002, 8.563527882946202e+001,
, 3.400000000000000e+001, 1.982709838737434e+000, 2.142041769535190e-001, 1.434593880320360e+002, 4.250405495356853e+001, 4.231247723575927e+001, 1.434720054499478e+002, 4.250436533343516e+001,-6.849091099480575e+000,-6.371118899430044e+003, 4.231275902385336e+001, 2.698565297724042e+002, 5.385613070832402e+001, 1.799551325609206e+002, 3.937892810994217e+002, 1.954564757875072e+001, 8.982855004834268e+001, 2.543851869949669e+004, 4.950000000000000e+005, 4.032178238159630e+005, 8.124060294982871e+001, 8.542018065202926e+001, 8.354189989751193e-014, 3.930628128656022e-001, 9.807946498410301e-002,-7.158623629073453e-001, 5.687030165766004e-001, 1.562684642640333e+001, 0.000000000000000e+000, 0.000000000000000e+000, 8.958008976415984e+003, 4.008553056588974e-015, 4.008553056588974e-015, 0.000000000000000e+000, 3.590865426336376e-011, 4.007769941990646e-001, 1.346052480919781e+002, 1.332982697104562e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.078242723273509e+000, 3.685645000897418e-001, 2.543851869949669e+004,-2.084728201157957e+000, 5.202519631153298e+001, 3.924213383341839e-003, 1.305465338749178e+002, 0.000000000000000e+000, 5.991264975021729e+002, 4.664940779592694e+002, 1.251639634131038e+000, 1.634598918069669e+004, 4.683000000000000e+003, 7.967202793753214e+004, 2.116404511609062e+000, 1.008306263173718e+000, 1.954610714194923e+001, 8.989656383150886e+001, 7.817410736668482e+001, 8.860839463267861e+001, 8.125383123882953e+001, 8.666153506999542e+001,-3.791775227112189e+006, 2.795390442055062e+006, 4.288386418836244e+006, 6.370402277229723e+006,-2.980230192064540e+002,-2.413306653006103e+002, 8.950859130515713e+001,
, 3.500000000000000e+001, 2.117303295089738e+000, 2.430005008766926e-001, 1.434597380813585e+002, 4.250406160249516e+001, 4.231248792815183e+001, 1.434740026595761e+002, 4.250443444143649e+001,-6.635987184334226e+000,-6.371025925304536e+003, 4.231285065905707e+001, 2.698334402970219e+002, 5.389493183250120e+001, 1.799528778486659e+002, 3.980246379922078e+002, 2.020277842277016e+001, 8.980547804599932e+001, 2.527725367539954e+004, 4.950000000000000e+005, 4.047396851566245e+005, 8.076888285765089e+001, 8.554778999129259e+001, 3.965351852392112e-014, 3.900988557172324e-001, 9.989111735598291e-002,-7.181125566845431e-001, 5.675905243866111e-001, 1.576866114857136e+001, 0.000000000000000e+000, 0.000000000000000e+000, 9.645350987460841e+003, 1.171660164375622e-014,-7.308615301004840e-016,-1.169378448160774e-014, 1.130107352342893e-010, 4.193598115276405e-001, 1.406987243782069e+002, 1.392572267319083e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.561500749273001e+000, 4.319811138643951e-001, 2.527725367539954e+004,-2.318226095776543e+000, 5.536238783559200e+001, 3.924213383341839e-003, 1.341361234637349e+002, 0.000000000000000e+000, 6.186471178199193e+002, 4.821916107935802e+002, 1.415954146601967e+000, 1.618472415659954e+004, 4.683000000000000e+003, 7.835096774598566e+004, 1.242111041554153e+000, 9.947467924654030e-001, 2.020331096845634e+001, 8.987597479016604e+001, 7.768034633851249e+001, 8.845659634505321e+001, 8.078179253766187e+001, 8.672472493208964e+001,-3.792075607757420e+006, 2.795149345052844e+006, 4.288477900562403e+006, 6.370536867463390e+006,-3.027644827539557e+002,-2.408750911871685e+002, 9.346909049055201e+001,
, 3.600000000000000e+001, 2.257667753617686e+000, 2.743066960984178e-001, 1.434601186129854e+002, 4.250406952178042e+001, 4.231250006355614e+001, 1.434762015010176e+002, 4.250451050187883e+001,-6.411997102488385e+000,-6.370926507488758e+003, 4.231295579981483e+001, 2.698099501266909e+002, 5.393442387653769e+001, 1.799505355004606e+002, 4.024958854071301e+002, 2.085442179550162e+001, 8.978196135500119e+001, 2.511598865130238e+004, 4.950000000000000e+005, 4.063049006527997e+005, 8.029216988987216e+001, 8.568240915172298e+001, 0.000000000000000e+000, 3.870913683197864e-001, 1.016893161545688e-001,-7.204016623699370e-001, 5.664282835513804e-001, 1.591312554836293e+001, 0.000000000000000e+000, 0.000000000000000e+000, 1.036239575997722e+004, 1.122418242448808e-014,-7.001452631326652e-016,-1.120232421012264e-014, 1.163094203647261e-010, 4.384867631906504e-001, 1.469533787818709e+002, 1.453666191376452e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.061707121654065e+000, 4.981147667127621e-001, 2.511598865130238e+004,-2.571812481025174e+000, 5.880466986858198e+001, 3.924213383341839e-003, 1.376874227815747e+002, 0.000000000000000e+000, 6.382926761088901e+002, 4.980322833794625e+002, 1.596862422030041e+000, 1.602345913250238e+004, 4.683000000000000e+003, 7.699227373888916e+004, 3.303696644887282e-001, 9.807555864194680e-001, 2.085502880701625e+001, 8.985494092606332e+001, 7.718049624169177e+001, 8.832644102846210e+001, 8.030472814725481e+001, 8.680056271222122e+001,-3.792380809040925e+006, 2.794908667926573e+006, 4.288573385522198e+006, 6.370677228194999e+006,-3.076648149434785e+002,-2.404913700153624e+002, 9.751512889597588e+001,
, 3.700000000000000e+001, 2.403924775293798e+000, 3.082757910493791e-001, 1.434605314870087e+002, 4.250407875607945e+001, 4.231251369020093e+001, 1.434786165352643e+002, 4.250459376251490e+001,-6.176765994330708e+000,-6.370820369598821e+003, 4.231307481206854e+001, 2.697861306661524e+002, 5.397451784544111e+001, 1.799481013056358e+002, 4.072073969540049e+002, 2.149962669998947e+001, 8.975806112113969e+001, 2.495472362720523e+004, 4.950000000000000e+005, 4.079122969523114e+005, 7.981082753959430e+001, 8.580999358359883e+001, 1.797952062785843e-014, 3.840416517662865e-001, 1.035335944049719e-001,-7.226574188055885e-001, 5.652955506489090e-001, 1.606023851522625e+001, 0.000000000000000e+000, 0.000000000000000e+000, 1.110881323219011e+004, 6.003625791766406e-015, 2.684903076372136e-015,-5.369806152744272e-015, 6.669315763669251e-011, 4.581752516350668e-001, 1.533727865802914e+002, 1.516296818347059e+002, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.578661562915091e+000, 5.670223032021335e-001, 2.495472362720523e+004,-2.846649887048271e+000, 6.235062499736615e+001, 3.924213383341839e-003, 1.411982298456398e+002, 0.000000000000000e+000, 6.580647819593382e+002, 5.140187447598222e+002, 1.795561050432758e+000, 1.586219410840522e+004, 4.683000000000000e+003, 7.559696445111863e+004,-6.196042066702603e-001, 9.663383461147588e-001, 2.150030946143258e+001, 8.983352008053936e+001, 7.667550373813451e+001, 8.821528308531343e+001, 7.982304955557116e+001, 8.687432007410972e+001,-3.792690991336360e+006, 2.794668337432033e+006, 4.288672959511777e+006, 6.370823480968265e+006,-3.127269911125973e+002,-2.401822882776817e+002, 1.016472407958752e+002,
