RLV Sizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEO Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lng_LS=,143.456784,latg_LS=,42.504038,g0=,9.806650135,GM=,3.98601E+14,Re=,6378.142,Rp=,6356.757,Omega=,0.004178075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp
,445,209.0382564,1163.653314,156.877635,39.81715377,0,0,200.3314112,198.884081,42.81733204,276.8808428,42.10559067,193.3138272,7783.662018,-0.001451758,107.7375415,988.4774962,0,0,2.826079714,106.8887926,2.925035813,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007240392,3.307417356,2.736408693,1.860534257,0.023946997,9.749689947,7432.636432,7432.636432,0,0,0,-6.954020396,-2.866808019,-10.59800892,4.585235264,4.411296247,6.82182626,988.4774962,-114.6405199,1113.387214,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,446,209.0304691,1170.84959,156.9572742,39.79644559,0,0,200.330989,198.8987259,42.81736547,276.9568936,42.10545718,193.305667,7783.666459,-0.001435777,107.791092,988.4774962,0,0,2.893864969,106.9421963,2.924030266,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007241855,3.367020405,2.803977,1.866989989,0.024383474,9.749834543,7432.646572,7432.646572,0,0,0,-6.991614743,-2.893867582,-10.60298867,4.493501765,4.321423239,6.711883764,988.4774962,-114.6405199,1113.378002,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,447,209.0226629,1178.045896,157.0368634,39.77567692,0,0,200.3305704,198.9134069,42.817399,277.0324812,42.1053238,193.29797,7783.670909,-0.00141983,107.8445872,988.4774962,0,0,2.961650262,106.9955435,2.923024484,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007243322,3.426928991,2.871545772,1.873446414,0.024822351,9.749979496,7432.656736,7432.656736,0,0,0,-7.029195557,-2.921028498,-10.60804814,4.402461493,4.232205388,6.602958698,988.4774962,-114.6405199,1113.368768,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,448,209.0148377,1185.242234,157.1164023,39.75484785,0,0,200.3301553,198.9281239,42.81743262,277.1075801,42.10519054,193.2907616,7783.675367,-0.001403919,107.898027,988.4774962,0,0,3.029435593,107.048834,2.922018463,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007244794,3.487127365,2.93911501,1.879903548,0.025263518,9.750124807,7432.666926,7432.666926,0,0,0,-7.066762789,-2.9482896,-10.61318723,4.31210246,4.143631715,6.4950316,988.4774962,-114.6405199,1113.359511,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,449,209.0069937,1192.438602,157.1958909,39.73395846,0,0,200.3297439,198.9428768,42.81746633,277.1821828,42.10505739,193.2840494,7783.679835,-0.001388042,107.9514112,988.4774962,0,0,3.097220962,107.1020679,2.921012201,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007246269,3.547600774,3.006684715,1.886361411,0.025706869,9.750270475,7432.67714,7432.67714,0,0,0,-7.104316394,-2.975649731,-10.61840584,4.222412949,4.05569148,6.388083488,988.4774962,-114.6405199,1113.350232,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,450,208.9991309,1199.635,157.2753291,39.71300883,0,0,200.3293359,198.9576655,42.81750014,277.2562728,42.10492436,193.2778498,7783.684312,-0.001372201,108.0047398,988.4774962,0,0,3.16500637,107.155245,2.920005696,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007247748,3.608335388,3.074254889,1.89282002,0.026152305,9.750416499,7432.687379,7432.687379,0,0,0,-7.141856329,-3.00310774,-10.62370389,4.133381508,3.968374174,6.282095843,988.4774962,-114.6405199,1113.340931,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,451,208.9912492,1206.831428,157.3547169,39.69199904,0,0,200.3289315,198.97249,42.81753404,277.3298342,42.10479145,193.2721788,7783.688799,-0.001356394,108.0580126,988.4774962,0,0,3.232791815,107.2083651,2.918998943,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007249231,3.669318234,3.141825532,1.899279393,0.026599734,9.750562878,7432.697643,7432.697643,0,0,0,-7.179382551,-3.030662486,-10.62908127,4.044996942,3.881669519,6.177050603,988.4774962,-114.6405199,1113.331607,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,452,208.9833488,1214.027887,157.4340542,39.67092917,0,0,200.3285307,198.9873501,42.81756802,277.402836,42.10465866,193.2670673,7783.693294,-0.001340623,108.1112296,988.4774962,0,0,3.300577299,107.2614283,2.917991942,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007250717,3.730537137,3.209396647,1.905739547,0.027049071,9.750709611,7432.707931,7432.707931,0,0,0,-7.216895022,-3.058312833,-10.63453788,3.957248307,3.795567453,6.072930142,988.4774962,-114.6405199,1113.322262,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,453,208.9754297,1221.224375,157.5133408,39.6497993,0,0,200.3281334,199.0022459,42.81760211,277.4752716,42.10452599,193.262522,7783.697798,-0.001324887,108.1643907,988.4774962,0,0,3.368362822,107.3144344,2.916984688,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007252208,3.791980664,3.276968234,1.912200501,0.027500233,9.750856699,7432.718244,7432.718244,0,0,0,-7.254393703,-3.086057657,-10.64007363,3.8701249,3.710058134,5.969717261,988.4774962,-114.6405199,1113.312894,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,454,208.9674919,1228.420893,157.5925768,39.62860951,0,0,200.3277397,199.0171772,42.81763628,277.5471194,42.10439343,193.2585645,7783.702311,-0.001309187,108.2174958,988.4774962,0,0,3.436148383,107.3673834,2.915977179,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007253703,3.853638067,3.344540296,1.918662273,0.027953144,9.75100414,7432.728581,7432.728581,0,0,0,-7.291878557,-3.113895841,-10.64568841,3.783616255,3.625131925,5.867395176,988.4774962,-114.6405199,1113.303504,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,455,208.9595355,1235.617441,157.671762,39.60735988,0,0,200.3273495,199.0321439,42.81767054,277.6183567,42.10426099,193.2552174,7783.706833,-0.001293522,108.2705447,988.4774962,0,0,3.503933982,107.420275,2.914969411,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007255201,3.915499241,3.412112832,1.925124881,0.028407734,9.751151934,7432.738943,7432.738943,0,0,0,-7.329349551,-3.141826275,-10.65138212,3.697712139,3.540779397,5.765947501,988.4774962,-114.6405199,1113.294092,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,456,208.9515604,1242.814018,157.7508964,39.58605048,0,0,200.3269628,199.0471461,42.8177049,277.6889623,42.10412867,193.252502,7783.711365,-0.001277894,108.3235375,988.4774962,0,0,3.57171962,107.4731093,2.913961384,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007256703,3.977554678,3.479685846,1.931588342,0.028863934,9.751300079,7432.749329,7432.749329,0,0,0,-7.366806652,-3.169847859,-10.65715466,3.612402538,3.456991318,5.665358244,988.4774962,-114.6405199,1113.284658,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,457,208.9435668,1250.010624,157.82998,39.56468141,0,0,200.3265796,199.0621835,42.81773934,277.7589123,42.10399647,193.2504421,7783.715905,-0.001262301,108.376474,988.4774962,0,0,3.639505296,107.5258861,2.912953092,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007258209,4.039795424,3.547259337,1.938052675,0.02932168,9.751448576,7432.759739,7432.759739,0,0,0,-7.40424983,-3.197959502,-10.66300592,3.527677659,3.37375865,5.56561179,988.4774962,-114.6405199,1113.275202,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,458,208.9355547,1257.207259,157.9090125,39.54325275,0,0,200.3262,199.0772561,42.81777388,277.828183,42.10386439,193.2490615,7783.720454,-0.001246744,108.4293541,988.4774962,0,0,3.707291011,107.5786054,2.911944534,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007259719,4.102213041,3.614833308,1.944517897,0.029780915,9.751597424,7432.770174,7432.770174,0,0,0,-7.441679054,-3.226160118,-10.66893579,3.443527921,3.291072544,5.466692892,988.4774962,-114.6405199,1113.265724,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,459,208.9275241,1264.403923,157.987994,39.52176456,0,0,200.3258238,199.0923639,42.81780851,277.8967399,42.10373243,193.2483945,7783.725012,-0.001231224,108.4821777,988.4774962,0,0,3.775076764,107.6312671,2.910935707,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007261233,4.164799577,3.682407759,1.950984027,0.03024158,9.751746622,7432.780632,7432.780632,0,0,0,-7.479094297,-3.254448634,-10.67494417,3.359943948,3.208924335,5.36858666,988.4774962,-114.6405199,1113.256224,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,460,208.9194751,1271.600616,158.0669244,39.50021694,0,0,200.3254512,199.1075068,42.81784323,277.9645669,42.10360059,193.2484576,7783.729579,-0.001215739,108.5349448,988.4774962,0,0,3.842862556,107.683871,2.909926608,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007262751,4.227547528,3.749982692,1.957451082,0.030703623,9.751896169,7432.791115,7432.791115,0,0,0,-7.516495534,-3.282823983,-10.68103095,3.276916566,3.127305536,5.271278551,988.4774962,-114.6405199,1113.246703,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,461,208.9114076,1278.797338,158.1458036,39.47860996,0,0,200.3250822,199.1226846,42.81787804,278.0316276,42.10346887,193.2492867,7783.734155,-0.001200291,108.5876552,988.4774962,0,0,3.910648387,107.7364171,2.908917234,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007264272,4.290449809,3.817558109,1.963919082,0.031166995,9.752046064,7432.801622,7432.801622,0,0,0,-7.553882739,-3.311285106,-10.68719601,3.194436795,3.046207836,5.174754362,988.4774962,-114.6405199,1113.237159,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,462,208.9033218,1285.994087,158.2246315,39.45694371,0,0,200.3247166,199.1378973,42.81791294,278.0978984,42.10333728,193.2509058,7783.73874,-0.00118488,108.6403088,988.4774962,0,0,3.978434256,107.7889053,2.907907581,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007265797,4.353499731,3.88513401,1.970388042,0.031631647,9.752196308,7432.812154,7432.812154,0,0,0,-7.591255891,-3.339830955,-10.69343925,3.112495847,2.965623096,5.079000215,988.4774962,-114.6405199,1113.227594,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,463,208.8952176,1293.190865,158.3034081,39.43521826,0,0,200.3243545,199.1531449,42.81794793,278.1633424,42.1032058,193.2533517,7783.743333,-0.001169505,108.6929057,988.4774962,0,0,4.046220164,107.8413356,2.906897649,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007267326,4.416690968,3.952710398,1.976857983,0.032097535,9.752346899,7432.822709,7432.822709,0,0,0,-7.628614968,-3.368460489,-10.69976055,3.031085118,2.885543339,4.984002552,988.4774962,-114.6405199,1113.218007,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,464,208.8870951,1300.387672,158.3821334,39.4134337,0,0,200.323996,199.1684272,42.81798301,278.2279253,42.10307444,193.2566586,7783.747936,-0.001154167,108.7454456,988.4774962,0,0,4.11400611,107.8937077,2.905887433,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007268859,4.480017539,4.020287273,1.983328921,0.032564617,9.752497836,7432.833288,7432.833288,0,0,0,-7.665959949,-3.397172675,-10.7061598,2.950196186,2.805960753,4.889748124,988.4774962,-114.6405199,1113.208399,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,465,208.8789544,1307.584506,158.4608072,39.39159011,0,0,200.3236409,199.1837442,42.81801817,278.2916125,42.10294321,193.2608611,7783.752547,-0.001138866,108.7979286,988.4774962,0,0,4.181792096,107.9460217,2.90487693,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007270396,4.543473784,4.087864636,1.989800875,0.033032854,9.752649119,7432.843891,7432.843891,0,0,0,-7.703290817,-3.425966489,-10.71263688,2.869820805,2.726867683,4.796223985,988.4774962,-114.6405199,1113.198769,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,466,208.8707955,1314.781369,158.5394294,39.36968758,0,0,200.3232894,199.1990958,42.81805343,278.35436,42.1028121,193.2660033,7783.757167,-0.001123602,108.8503544,988.4774962,0,0,4.24957812,107.9982774,2.903866139,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007271937,4.607054343,4.155442489,1.996273863,0.033502207,9.752800747,7432.854518,7432.854518,0,0,0,-7.740607555,-3.454840918,-10.71919168,2.789950898,2.648256629,4.703417481,988.4774962,-114.6405199,1113.189117,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,467,208.8626184,1321.978259,158.6180001,39.34772617,0,0,200.3229414,199.2144818,42.81808878,278.4161395,42.10268111,193.2721134,7783.761796,-0.001108375,108.9027231,988.4774962,0,0,4.317364183,108.0504748,2.902855055,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007273481,4.670754139,4.223020834,2.002747903,0.033972641,9.75295272,7432.865169,7432.865169,0,0,0,-7.777910146,-3.483794954,-10.72582407,2.710578558,2.570120239,4.611316241,988.4774962,-114.6405199,1113.179444,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,468,208.8544232,1329.175177,158.6965191,39.32570597,0,0,200.3225968,199.2299023,42.81812422,278.4768979,42.10255024,193.2792446,7783.766433,-0.001093185,108.9550345,988.4774962,0,0,4.385150285,108.1026137,2.901843676,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007275029,4.734568356,4.290599671,2.009223013,0.034444123,9.753105037,7432.875843,7432.875843,0,0,0,-7.815198578,-3.512827601,-10.73253395,2.631696039,2.492451309,4.519908175,988.4774962,-114.6405199,1113.16975,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,469,208.8462099,1336.372122,158.7749864,39.30362708,0,0,200.3222558,199.2453571,42.81815974,278.5365881,42.1024195,193.287444,7783.77108,-0.001078033,109.0072886,988.4774962,0,0,4.452936426,108.1546942,2.900832,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007276581,4.79849243,4.358179003,2.015699211,0.034916619,9.753257697,7432.886541,7432.886541,0,0,0,-7.852472836,-3.541937868,-10.73932118,2.553295754,2.415242779,4.429181459,988.4774962,-114.6405199,1113.160034,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,470,208.8379785,1343.569095,158.8534019,39.28148955,0,0,200.3219183,199.2608462,42.81819535,278.5951681,42.10228888,193.2967535,7783.775735,-0.001062918,109.0594853,988.4774962,0,0,4.520722606,108.206716,2.899820023,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007278137,4.862522025,4.425758829,2.022176516,0.035390101,9.753410699,7432.897263,7432.897263,0,0,0,-7.88973291,-3.571124776,-10.74618565,2.475370272,2.338487727,4.339124534,988.4774962,-114.6405199,1113.150296,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,471,208.8297291,1350.766095,158.9317656,39.25929349,0,0,200.3215843,199.2763694,42.81823105,278.6525825,42.10215838,193.3072285,7783.780398,-0.00104784,109.1116245,988.4774962,0,0,4.588508825,108.2586792,2.898807743,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007279696,4.926653025,4.493339152,2.028654944,0.035864538,9.753564043,7432.908008,7432.908008,0,0,0,-7.926978789,-3.600387353,-10.75312723,2.397912309,2.262179366,4.249726093,988.4774962,-114.6405199,1113.140537,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,472,208.8214618,1357.963123,159.0100773,39.23703897,0,0,200.3212538,199.2919267,42.81826684,278.7087763,42.10202801,193.3189241,7783.785071,-0.001032801,109.1637061,988.4774962,0,0,4.656295083,108.3105836,2.897795156,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.00728126,4.990881522,4.560919973,2.035134516,0.036339905,9.753717728,7432.918777,7432.918777,0,0,0,-7.964210463,-3.629724636,-10.76014581,2.320914733,2.186311045,4.160975081,988.4774962,-114.6405199,1113.130757,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,473,208.8131765,1365.160177,159.0883371,39.21472607,0,0,200.3209268,199.3075179,42.81830272,278.7636929,42.10189776,193.3318969,7783.789752,-0.001017799,109.21573,988.4774962,0,0,4.724081379,108.3624292,2.89678226,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007282827,5.055203796,4.628501293,2.041615248,0.036816174,9.753871753,7432.92957,7432.92957,0,0,0,-8.001427926,-3.659135671,-10.76724125,2.244370551,2.11087624,4.072860681,988.4774962,-114.6405199,1113.120956,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,474,208.8048733,1372.357259,159.1665449,39.19235487,0,0,200.3206033,199.3231431,42.81833869,278.8172668,42.10176764,193.3462123,7783.794442,-0.001002835,109.2676962,988.4774962,0,0,4.791867715,108.4142159,2.895769052,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007284398,5.119616313,4.696083114,2.048097159,0.037293321,9.754026117,7432.940386,7432.940386,0,0,0,-8.038631171,-3.688619512,-10.77441343,2.168272911,2.035868554,3.985372314,988.4774962,-114.6405199,1113.111134,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,475,208.7965523,1379.554368,159.2447005,39.16992546,0,0,200.3202834,199.3388021,42.81837474,278.8694277,42.10163764,193.3619407,7783.79914,-0.00098791,109.3196046,988.4774962,0,0,4.85965409,108.4659436,2.894755529,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007285972,5.184115706,4.763665436,2.054580267,0.037771323,9.754180821,7432.951225,7432.951225,0,0,0,-8.075820191,-3.718175222,-10.78166223,2.0926151,1.961281714,3.898499628,988.4774962,-114.6405199,1113.10129,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,476,208.7882134,1386.751504,159.322804,39.14743792,0,0,200.319967,199.3544948,42.81841088,278.9201148,42.10150777,193.3791428,7783.803847,-0.000973022,109.371455,988.4774962,0,0,4.927440505,108.5176121,2.893741688,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007287551,5.248698773,4.831248261,2.06106459,0.038250158,9.754335863,7432.962088,7432.962088,0,0,0,-8.112994984,-3.747801873,-10.78898751,2.017390534,1.887109569,3.812232496,988.4774962,-114.6405199,1113.091426,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,477,208.7798568,1393.948666,159.4008553,39.12489233,0,0,200.3196541,199.3702211,42.81844711,278.9692247,42.10137802,193.397922,7783.808563,-0.000958173,109.4232475,988.4774962,0,0,4.995226958,108.5692216,2.892727526,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007289133,5.313362459,4.898831591,2.067550147,0.038729805,9.754491242,7432.972974,7432.972974,0,0,0,-8.150155545,-3.777498544,-10.79638914,1.942592761,1.813346083,3.726561005,988.4774962,-114.6405199,1113.08154,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
SCSEP,477.7054459,208.773951,1399.025891,159.4558848,39.10895276,0,0,200.3194355,199.3813354,42.81847272,279.0028967,42.10128657,193.4121421,7783.811895,-0.00094772,109.4597494,988.4774962,0,0,5.043046656,108.6055936,2.892011896,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0.007290251,5.359026104,4.946508276,2.072126109,0.039068647,9.754601056,7432.980667,7432.980667,0,0,0,-8.176361748,-3.798489565,-10.80165646,1.890080281,1.761552549,3.666477444,988.4774962,-114.6405199,1113.074554,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,477.7054459,208.773951,1399.025891,159.4558848,39.10895276,0,0,200.3194355,199.3813354,42.81847272,279.0028967,42.10128657,193.4121421,7783.811895,-0.00094772,109.4597494,71.47749618,0,0,5.043046656,108.6055936,2.892011896,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0,5.359026104,4.946508276,2.072126109,0,0,7432.980667,7432.980667,0,0,0,-8.176361748,-3.798489565,-10.80165646,1.890080281,1.761552549,3.666477444,71.47749618,-114.6405199,1113.074554,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
,478,208.7714825,1401.145855,159.4788543,39.10228877,0,0,200.3193447,199.385981,42.81848342,279.0167135,42.1012484,193.4183223,7783.813287,-0.000943362,109.4749819,71.47749618,0,0,5.06301345,108.6207718,2.891713041,-0.278831724,0.380816517,-0.812294598,0.342650165,0,0,5.359026104,4.946508276,2.072126109,0,0,7432.983883,7432.983883,0,0,0,-8.187301873,-3.807264325,-10.803867,1.868215455,1.739985337,3.641475458,71.47749618,-114.6405199,1113.071634,5.967550625,240.3981252,0,9520.786272,9165.740777,103.8,115
