RLV Sizing
LEO Mission
lng_LS=, 1.434567840000000e+002,latg_LS=, 4.250403800000000e+001,g0=, 9.806649999999999e+000,GM=, 3.986009017000000e+014,Re=, 6.378142000000000e+003,Rp=, 6.356757000000000e+003,Omega=, 4.178074625000000e-003,EularL1L2[0]=, 0.000000000000000e+000,EularL1L2[1]=, 0.000000000000000e+000,EularL1L2[2]=, 1.050000000000000e+002,
Event Title,time,h,s,lng,latg,longiip,latgiip,ha,hp,inc,argp,asnd,tanm,vi,fpvgd,azvgd,weight,Fvac,Fr,eularGDB[1],eularGDB[2],eularGDB[0],qbi[0],qbi[1],qbi[2],qbi[3],axb,q,alphat,alpha,beta,alphaq,M,vr,va,P,Q,R,MASUDA.Elevation,OGASAWARA.Elevation,GUAM.Elevation,TAIKI.Elevation,TAIKI-SEIKA.Elevation,NEMURO.Elevation,weight,Payload.Weight,Vlossxb,Vlossg,Vlossaoa,Vlossbp,Vlossyzb,Videal,Vgain,MainEngine.Wp,2ndEngine.Wp,TAIKI-SEIKA.Range,TAIKI-SEIKA.Tlookang,Rou,Ta,
Start, 0.000000000000000e+000, 5.000000000031816e-002, 0.000000000000000e+000, 1.434567840000000e+002, 4.250403799950712e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.093709332390000e+004, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.093709332390000e+004, 8.709332390000000e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.182900000000000e+004, 4.683000000000000e+003, 0.000000000000000e+000, 0.000000000000000e+000, 1.219135556295125e+000, 1.467500255630915e+001,
LIFTOFF, 0.000000000000000e+000, 5.000000000031816e-002, 1.672358429364845e-004, 1.434567840000000e+002, 4.250403799950712e+001, 1.434567840000000e+002, 4.250403799950712e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 3.434144711759058e+002, 1.659672048666570e-014, 9.000000000000001e+001, 3.093709332390000e+004, 0.000000000000000e+000, 0.000000000000000e+000, 8.980836148280929e+001, 3.599999999999934e+002,-1.050000000000079e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.777363719511635e+000,-7.737607883149678e+000,-1.456520881906694e+001,-1.512804253220968e-001,-5.422916235298211e-001,-8.774929843802130e-001, 3.093709332390000e+004, 8.709332390000000e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.182900000000000e+004, 4.683000000000000e+003, 1.215407708215528e+002, 8.944824557643275e+001, 1.219135556295125e+000, 1.467500255630915e+001,
, 0.000000000000000e+000, 5.000000000031816e-002, 1.672358429364845e-004, 1.434567840000000e+002, 4.250403799950712e+001, 1.434567840697174e+002, 4.250403873198476e+001,-9.667557680982100e+000,-6.372136501254286e+003, 4.231239948281014e+001, 2.700000000000000e+002, 5.345678400000001e+001, 1.800000000000000e+002, 3.434144711759058e+002, 1.659672048666570e-014, 9.000000000000001e+001, 3.093709332390000e+004, 4.950000000000000e+005, 3.789638821111965e+005, 8.980836148280929e+001, 3.599999999999934e+002,-1.050000000000079e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.224949862430785e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.777363719511635e+000,-7.737607883149678e+000,-1.456520881906694e+001,-1.512804253220968e-001,-5.422916235298211e-001,-8.774929843802130e-001, 3.093709332390000e+004, 8.709332390000000e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.182900000000000e+004, 4.683000000000000e+003, 1.215407708215528e+002, 8.944824557643275e+001, 1.219135556295125e+000, 1.467500255630915e+001,
, 1.000000000000000e+000, 5.123357338246282e-002, 1.713769087340074e-004, 1.434567839981245e+002, 4.250403800102283e+001, 1.434567840498852e+002, 4.250403887789391e+001,-9.666011151560269e+000,-6.372136512812402e+003, 4.231239953852938e+001, 2.699992559269431e+002, 5.346302366627959e+001, 1.799992195546803e+002, 3.434230141279614e+002, 4.134115317564384e-001, 8.999861219179890e+001, 3.077582829980284e+004, 4.950000000000000e+005, 3.789808707331165e+005, 8.980833669191212e+001, 3.590791646311557e+002,-1.059236530997602e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.231416060036658e+001, 3.742368801306185e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 7.285925121023600e-003, 2.477924308243306e+000, 2.477924308243306e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.777323065732604e+000,-7.737566920387975e+000,-1.456518738219063e+001,-1.465760169212815e-001,-5.417101291673719e-001,-8.771327241271729e-001, 3.077582829980284e+004, 8.709332390000000e+001,-2.556102404695881e-005, 3.528188730576436e-002, 0.000000000000000e+000, 3.760338058136034e+000, 0.000000000000000e+000, 1.604205776329252e+001, 1.228169414413244e+001, 2.166773497590284e+004, 4.683000000000000e+003, 1.215407826912299e+002, 8.944767515632009e+001, 1.218991023136774e+000, 1.466698445701655e+001,
, 2.000000000000000e+000, 5.497767783319428e-002, 1.839491452383711e-004, 1.434567839849391e+002, 4.250403800086029e+001, 1.434567839735952e+002, 4.250403909413002e+001,-9.661294873611951e+000,-6.372136547650944e+003, 4.231239970895199e+001, 2.699984923025173e+002, 5.346931764764666e+001, 1.799984184871567e+002, 3.434495859046858e+002, 8.377069225744558e-001, 8.999718781254950e+001, 3.061456327570569e+004, 4.950000000000000e+005, 3.790324217088843e+005, 8.980826234002541e+001, 3.581588083011429e+002,-1.068468271530695e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.238046922136585e+001, 1.536219121379819e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 1.476503571163255e-002, 5.021338193259511e+000, 5.021338193259511e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.777199672752395e+000,-7.737442591304777e+000,-1.456512231778266e+001,-1.322973380799728e-001,-5.399451958340814e-001,-8.760392760220569e-001, 3.061456327570569e+004, 8.709332390000000e+001,-2.093386619524548e-004, 1.423628552820617e-001, 0.000000000000000e+000, 7.539317529163367e+000, 0.000000000000000e+000, 3.216839694703160e+001, 2.462887007920629e+001, 2.150646995180569e+004, 4.683000000000000e+003, 1.215408187926532e+002, 8.944592145054429e+001, 1.218552421102511e+000, 1.464264818470809e+001,
, 3.000000000000000e+000, 6.129863685967951e-002, 2.052050797561909e-004, 1.434567839489756e+002, 4.250403800187284e+001, 1.434567838093373e+002, 4.250403939360213e+001,-9.653290275578002e+000,-6.372136606023119e+003, 4.231239999914979e+001, 2.699977085933099e+002, 5.347566736053664e+001, 1.799975962749350e+002, 3.434956634789099e+002, 1.273116826614294e+000, 8.999572590101718e+001, 3.045329825160853e+004, 4.950000000000000e+005, 3.791194100682325e+005, 8.980813848757876e+001, 3.572394085588580e+002,-1.077690446033106e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.244846671286857e+001, 3.546644453443255e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 2.244293700012667e-002, 7.631917357597133e+000, 7.631917357597133e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.776991352052707e+000,-7.737232693367369e+000,-1.456501247354659e+001,-1.081914500715715e-001,-5.369655614359349e-001,-8.741932756062443e-001, 3.045329825160853e+004, 8.709332390000000e+001,-7.232505261899121e-004, 3.231221950553172e-001, 0.000000000000000e+000, 1.133598903086126e+001, 0.000000000000000e+000, 4.837990782241695e+001, 3.704319554102950e+001, 2.134520492770853e+004, 4.683000000000000e+003, 1.215408799991230e+002, 8.944295319689992e+001, 1.217812229330761e+000, 1.460156270256442e+001,
, 4.000000000000000e+000, 7.026447067181123e-002, 2.354678359094806e-004, 1.434567838785879e+002, 4.250403800287310e+001, 1.434567835200343e+002, 4.250403978799672e+001,-9.641873899588973e+000,-6.372136688191611e+003, 4.231240041443656e+001, 2.699969042521411e+002, 5.348207425770703e+001, 1.799967523822978e+002, 3.435628104564755e+002, 1.719871261939465e+000, 8.999422547139571e+001, 3.029203322751138e+004, 4.950000000000000e+005, 3.792427059833321e+005, 8.980796523375142e+001, 3.563214399848798e+002,-1.086898308620597e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.251819554026466e+001, 6.468588980492322e+001, 2.948935825163841e-002,-2.865039275638241e-002, 6.984071968445831e-003, 1.907545378283385e+000, 3.032541883540449e-002, 1.031138005528815e+001, 1.031138005528815e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.776695859263634e+000,-7.736934967808166e+000,-1.456485666776247e+001,-7.399894663551004e-002,-5.327391656928485e-001,-8.715748640122872e-001, 3.029203322751138e+004, 8.709332390000000e+001,-1.754903009734771e-003, 5.794737161951167e-001, 1.881701860948845e-007, 1.514935926634424e+001, 0.000000000000000e+000, 6.467749484158438e+001, 4.952638061476976e+001, 2.118393990361138e+004, 4.683000000000000e+003, 1.215409673753019e+002, 8.943873833492023e+001, 1.216762912153635e+000, 1.454328598891851e+001,
, 5.000000000000000e+000, 8.194493885078404e-002, 2.751573366560374e-004, 1.434567837619466e+002, 4.250403800361194e+001, 1.434567830640124e+002, 4.250404028753520e+001,-9.626917181915815e+000,-6.372136794428884e+003, 4.231240096038000e+001, 2.699960787179693e+002, 5.348853982848088e+001, 1.799958862602147e+002, 3.436526811085809e+002, 2.178198838721324e+000, 8.999268551313952e+001, 3.013076820341422e+004, 4.950000000000000e+005, 3.794031729929717e+005, 8.980774271612484e+001, 3.554053727361697e+002,-1.096087157643872e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.258969836098400e+001, 1.036748474672786e+002, 3.643847525279594e-002,-3.536188309389004e-002, 8.792027187284180e-003, 3.777753363773825e+000, 3.841846054037611e-002, 1.306148731334593e+001, 1.306148731334593e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.776310892765030e+000,-7.736547098217135e+000,-1.456465368855040e+001,-2.945380774575080e-002,-5.272331302049765e-001,-8.681636756340579e-001, 3.013076820341422e+004, 8.709332390000000e+001,-3.508424277504713e-003, 9.133648463060279e-001, 2.275972484546124e-006, 1.897838987060437e+001, 0.000000000000000e+000, 8.106207694039439e+001, 6.208017795108464e+001, 2.102267487951422e+004, 4.683000000000000e+003, 1.215410821926965e+002, 8.943324398594255e+001, 1.215396929631659e+000, 1.446736476365970e+001,
, 6.000000000000000e+000, 9.641158321766573e-002, 3.247938835342089e-004, 1.434567835870329e+002, 4.250403800466510e+001, 1.434567823959492e+002, 4.250404090122112e+001,-9.608286225266056e+000,-6.372136925017507e+003, 4.231240164281416e+001, 2.699952314156652e+002, 5.349506559895275e+001, 1.799949973464122e+002, 3.437670244657178e+002, 2.648325916065677e+000, 8.999110499082084e+001, 2.996950317931706e+004, 4.950000000000000e+005, 3.796016661080403e+005, 8.980747111014134e+001, 3.544916711247749e+002,-1.105252349901562e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.266301797443078e+001, 1.531108209467894e+002, 4.322469758917639e-002,-4.191550639541237e-002, 1.055769315859436e-002, 6.618168933055505e+000, 4.672823590510632e-002, 1.588404310445393e+001, 1.588404310445393e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.775834092282087e+000,-7.736066709128314e+000,-1.456440229313108e+001, 2.571673555174910e-002,-5.204137384583939e-001,-8.639388257530122e-001, 2.996950317931706e+004, 8.709332390000000e+001,-6.205313912772505e-003, 1.326775522555556e+000, 5.337658778310161e-006, 2.282199797526582e+001, 0.000000000000000e+000, 9.753458784934546e+001, 7.470638293331226e+001, 2.086140985541706e+004, 4.683000000000000e+003, 1.215412259461025e+002, 8.942643643311297e+001, 1.213706748927131e+000, 1.437333421357857e+001,
, 7.000000000000000e+000, 1.137377708476446e-001, 3.849879438390269e-004, 1.434567833416332e+002, 4.250403800664996e+001, 1.434567814676047e+002, 4.250404163724566e+001,-9.585841562759924e+000,-6.372137080250457e+003, 4.231240246785225e+001, 2.699943617555916e+002, 5.350165313215593e+001, 1.799940850656653e+002, 3.439076884576487e+002, 3.130475684600827e+000, 8.998948284401344e+001, 2.980823815521991e+004, 4.950000000000000e+005, 3.798390297944773e+005, 8.980715062849802e+001, 3.535807922410834e+002,-1.114389314407455e+002, 4.509492526428925e-001,-2.228566157739463e-002,-7.713027263007409e-001, 4.485980664580698e-001, 1.273819726978620e+001, 2.136939511947079e+002, 4.985001744616233e-002,-4.831341032818759e-002, 1.228164340976887e-002, 1.065264719519555e+001, 5.526111833086135e-002, 1.878089446863835e+001, 1.878089446863835e+001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000,-7.775263037476587e+000,-7.735491364602152e+000,-1.456410120708403e+001, 9.179232303361862e-002,-5.122464157982727e-001,-8.588788981369065e-001, 2.980823815521991e+004, 8.709332390000000e+001,-1.008530494865822e-002, 1.821716858399368e+000, 9.538371201659211e-006, 2.667905441099910e+001, 0.000000000000000e+000, 1.140959764128747e+002, 8.740683379351661e+001, 2.070014483131991e+004, 4.683000000000000e+003, 1.215414003710902e+002, 8.941828110135842e+001, 1.211684856553947e+000, 1.426071771702124e+001,
